image_url,caption,is_valid
http://2.bp.blogspot.com/-cZpqM2kr2uc/U6v-pnIxM9I/AAAAAAAAaek/OFq7OBbqkv4/s1600/photo-of-a-deer-with-a-wildfire-in-the-background-hd-deer-wallpapers.jpg,photo of a deer and wildfire,True
https://i.pinimg.com/736x/72/58/85/725885eeb122262762681543e5be28e1--fast-foods-healthy-foods.jpg,this is real fast food !,True
https://us.123rf.com/450wm/artvitdiz/artvitdiz1505/artvitdiz150500153/39598311-safe-deposit-with-money-around-it-on-a-white-background.jpg?ver=6,safe deposit with money around it on a white background photo,True
http://www.golfeurope.com/photo-galleries/images/preview/39779.jpg,dunes lay the blueprint for the back nine .,True
http://l7.alamy.com/zooms/7f4ac7c33e5841b6a94a35915e5ca1d7/portrait-of-a-smiling-woman-stroking-her-dog-lying-on-couch-d9g1bc.jpg,portrait of a smiling woman stroking her dog lying on couch,True
http://l7.alamy.com/zooms/b7385d563da542c2be31a30be3a069a6/young-business-woman-on-a-bench-g0dktp.jpg,young business woman on a bench,True
http://img.bleacherreport.net/img/images/photos/003/558/542/hi-res-25da6f4fff0b052f7c72a5af985559ff_crop_north.jpg?h=533&w=800&q=70&crop_x=center&crop_y=top,american football player looks downfield during the second half of a football game against sports team,True
http://4.bp.blogspot.com/-NTT96j0rYZ0/U8lsad0ruCI/AAAAAAABBMU/LKmGZp-Hsg8/s1600/funny-animals-117-40.jpg,"funny animals of the week , animal pictures",True
http://www.brian-coffee-spot.com/wp-content/uploads/wow-slider-plugin/555/images/dsc_0838.jpg,the sign promises as much as the glorious blue sky .,True
http://l7.alamy.com/zooms/a4197bf168734006b10e02a8bebdd34e/people-tour-and-enjoy-the-high-line-public-park-in-new-york-city-during-ga67w4.jpg,people tour and enjoy the public park during summer,True
https://i.pinimg.com/736x/a5/ec/d8/a5ecd8e03c0056d96c49f9c959f2c549--pinup-posters-girl-posters.jpg,interesting 1930 's poster for a cosmetic company with stores .,True
http://cdn.newsapi.com.au/image/v1/af347cd6569987c49a71fe05870753c5?width=1024,racecar driver steers his car during video game subject .,True
https://us.123rf.com/450wm/olgakorneeva/olgakorneeva1405/olgakorneeva140500007/28403808-vintage-elegant-floral-card-with-frame-decorated-with-black-and-white-lilies-on-a-pink-background-ve.jpg,vintage elegant floral card with frame decorated with black and white lilies on a pink background .,True
https://ak4.picdn.net/shutterstock/videos/18564824/thumb/1.jpg,heavy snow falls over a snow lined river .,True
https://us.123rf.com/450wm/2dmolier/2dmolier1609/2dmolier160900217/62773498-green-sea-turtle-isolated-on-a-white-background-3d-illustration.jpg?ver=6,green sea turtle isolated on a white background 3d illustration,True
http://i.dailymail.co.uk/i/pix/2017/07/27/17/42B4031600000578-0-image-m-9_1501174323232.jpg,"person , was surprised by the staff",True
https://ak6.picdn.net/shutterstock/videos/12263756/thumb/1.jpg,red and white flag on the mast,True
http://ichef.bbci.co.uk/onesport/cps/624/cpsprodpb/13A58/production/_89827408_kiss.jpg,football player celebrates scoring for football team against football team in the final,True
http://l7.alamy.com/zooms/b365ec4718354a5bab1eb4413bbb94ae/detroit-michigan-the-vw-cross-coup-gte-concept-plug-in-hybrid-car-ef27pw.jpg,concept plug - in hybrid car on display,True
https://s-media-cache-ak0.pinimg.com/736x/0f/ac/65/0fac65de4eac7d72b4dd73a2bb16a46f.jpg,a pencil drawing of a zebra and her baby .,True
http://l7.alamy.com/zooms/e163858450394e5aa21b226debd6d01f/sylvester-stallone-jennifer-flavin-and-daughters-the-expendables-2-dmrdh6.jpg,actor and daughters uk premiere held,True
"https://image.shutterstock.com/display_pic_with_logo/243661/243661,1275721942,1/stock-vector-a-fine-grainy-vector-pattern-in-black-and-white-54561763.jpg","a fine , grainy vector pattern in black and white .",True
https://thumb1.shutterstock.com/display_pic_with_logo/4555627/761692834/stock-photo-seamless-border-of-orange-roses-and-paisley-watercolor-pattern-on-a-white-background-761692834.jpg,"seamless border of orange roses and paisley , pattern on a white background .",True
http://l7.alamy.com/zooms/50937c69ef8f4289a71ef77f1ccf593f/ghana-central-region-komenda-students-in-front-of-a-school-cp4tgf.jpg,students in front of a school,True
http://l7.alamy.com/zooms/faf62ef929df42f49afde816f043a2a6/fraser-river-as-it-meets-the-pacific-ocean-where-delta-meets-richmond-erk04d.jpg,river as it meets bodies of water where airline meets,True
https://media.istockphoto.com/photos/young-rock-star-jamming-on-a-guitar-picture-id185283450?k=6&m=185283450&s=612x612&w=0&h=ZRLfgSeOLNpmSH9S9uITPMGYuk7_NxoV136NdgiXoJU=,young rock star jamming on a guitar,True
http://l7.alamy.com/zooms/8e24000f1ff244508864657b048b3a8b/a-moored-fishing-boat-viewed-from-bryher-isles-of-scilly-cornwall-b7g5nt.jpg,a moored fishing boat viewed from island .,True
https://image.shutterstock.com/z/stock-vector-vector-illustration-of-a-cartoon-lion-head-isolated-on-a-white-background-516650239.jpg,vector illustration of person isolated on a white background,True
http://www.readingchronicle.co.uk/resources/images/6179443.jpg?display=1&htype=80&type=responsive-gallery,emergency services were called after a car smashed through a set of traffic lights,True
http://c8.alamy.com/comp/K32RAK/sheep-with-a-black-face-fenced-in-on-a-winter-day-K32RAK.jpg,sheep with a black face fenced in on a winter day,True
http://l7.alamy.com/zooms/1ff618175b9d44a883c2a6bdf5b28fa1/a-small-park-with-american-flags-and-a-yellow-banner-around-a-tree-acfbd8.jpg,a small park with flags and a yellow banner around a tree in support of troops,True
https://thumb1.shutterstock.com/display_pic_with_logo/2176973/632286614/stock-vector-isolated-water-glass-on-a-white-background-vector-illustration-632286614.jpg,isolated water glass on a white background,True
https://s-media-cache-ak0.pinimg.com/736x/99/fe/30/99fe30e84fc07f4c4f1d513a267298ef.jpg,"when choosing your new outdoor color palette , opt for something that will enhance your home 's architectural style and give you plenty of curb appeal .",True
https://cdn0.weddingwire.co.uk/emp/fotos/8/3/0/3/amy-7_4_108303.png,person at a corporate event,True
https://media.istockphoto.com/photos/bulldozer-on-a-building-site-picture-id467448303?k=6&m=467448303&s=612x612&w=0&h=4HNBM4KKb6ZmLpF98JWA2_eog44rbKMnfKLqR5W92hg=,bulldozer on a building site,True
http://jesuitpride.com/images/2017/7/11/Fairfield_Prep_Golf_2017_10_1280x801_.jpg,person finishes at the top,True
https://ak1.picdn.net/shutterstock/videos/15389011/thumb/9.jpg,country shape animated on the satellite map of the globe,True
https://seekingfelicity.files.wordpress.com/2014/06/p1130733.jpg,paths are clearly marked with signs like this .,True
https://i.pinimg.com/736x/9b/db/ee/9bdbeea03d5b41abf42112e62dffaf17--lexi-thompson-rancho.jpg,putts for birdie on the second hole during the final round of the golf tournament .,True
https://ak1.picdn.net/shutterstock/videos/28480321/thumb/1.jpg?i10c=img.resize(height:160),person shot from a cliff looking out at the lake and horizon .,True
https://i.pinimg.com/736x/df/dd/9a/dfdd9afbf7e1b6a2e02b470935080fd4--willow-tree-angels-willow-tree-figurines.jpg,sending this angel your way ... it lights the way with it 's tiny candle .,True
https://i.pinimg.com/736x/02/0c/af/020caf611d954ec263d1d97b054fa8ae--stockholm-street-style-muse.jpg,i love the colours of her clothes .,True
http://www.southampton.ac.uk/~imw/jpg-Kimmeridge/9KM-kimloc-recovered-m.jpg,a very simplified location and geological map of the area and adjacent coast,True
https://www.carsdir.com/carsphotos/chevrolet-corvette-1966-211995-1.jpg,ask owner for photos of the car,True
https://ak7.picdn.net/shutterstock/videos/3682697/thumb/1.jpg,"farm tractor is moving on the field , cultivating land",True
http://l7.alamy.com/zooms/6ce413683932455f9214da51ef6c8a78/master-playing-with-his-little-golden-retriever-dog-on-the-lawn-bxgte5.jpg,master playing with his little golden retriever dog on the lawn,True
https://tipsfromashton.files.wordpress.com/2016/10/blog.jpg,year later the small shrubs doubled in size .,True
https://www.thesun.co.uk/wp-content/uploads/2017/01/nintchdbpict000298300836.jpg?strip=all&w=960,"according to the model , she regularly gets told it looks",True
https://4.bp.blogspot.com/-cXyu3d6rNLY/WSxxaO_AXXI/AAAAAAAAAfY/6fRZlRd8rBwPE29jXxvUn-vpmRBK_1QewCLcB/s1600/sergio-garcia-angela-akins.jpg,person and the fiancee at their engagement party .,True
https://www.birthdaywishes.expert/wp-content/uploads/2015/12/Good-night-image-with-puppy-and-quote.jpg,good night id been working like a dog i should be sleeping like a log,True
https://acanadianincambodia.files.wordpress.com/2015/10/preah-vihear-day-4-052.jpg,the water was never deeper than your chest .,True
http://l7.alamy.com/zooms/252ec157a42f4615a4c9639a6b1148f1/twilight-over-palazzo-dei-priori-and-the-medieval-town-of-volterra-hfpkxa.jpg,twilight over italian gothic structure and the medieval town,True
https://i.pinimg.com/736x/35/c8/b5/35c8b5737ded3c62498491a79c04a2e0.jpg,"simple custom leather pulls for your dresser , cabinets , or doors .",True
http://www.hollowtop.com/journals/Tongue_River_Photos/Sunny_Morning.jpg,sunny woodland morning along river .,True
https://i.pinimg.com/736x/d2/0b/7b/d20b7bff927a6d166573414d4ffbf554--dead-zombie-zombie-art.jpg,"person , why u turn me on with your designs ? i believe i will bepinning some more of his work here in a bit .",True
https://media.istockphoto.com/photos/industrial-plants-in-the-distance-at-night-picture-id479157539?k=6&m=479157539&s=612x612&w=0&h=0EmjeUArhPcd38poc3cqx_bq0-IKvnfh1qhlxCfesM4=,industrial plants in the distance at night,True
http://l7.alamy.com/zooms/476f507779b646c4b9ae7e3894c76eb8/the-empire-state-building-and-one-world-trade-center-light-up-at-night-fcn345.jpg,building and skyscraper light up at night,True
https://i.pinimg.com/736x/83/ab/4f/83ab4fbbb6ac094cfad07c94a31bab4d--beautiful-eyes-beautiful-people.jpg,actor is an actor who started out as a lawyer .,True
https://i.pinimg.com/736x/58/2a/ec/582aecd2587e4473c761fb75d8612eb6--living-room-green-couches-living-rooms.jpg,color good with green couch in living room ... favorite ... i think maybe a little too peach ?,True
https://ak8.picdn.net/shutterstock/videos/5281628/thumb/1.jpg,tree branches swing at real time with the wind while clouds move fast in time lapse,True
https://burpple-1.imgix.net/foods/2cb7a04812e4af46eb01248319_original.?w=645&dpr=1&fit=crop&q=80,my coffee of the day !,True
http://i.dailymail.co.uk/i/pix/2017/04/24/15/3F8F1B3400000578-4440472-image-a-184_1493045915515.jpg,mirror image : lonely kitten seeks comfort in the form of a cuddly cat,True
http://c8.alamy.com/comp/K7AFM5/portrait-of-young-mother-and-little-child-brushing-their-teeth-together-K7AFM5.jpg,portrait of young mother and little child brushing their teeth together while standing in the bathroom,True
http://l7.alamy.com/zooms/d431eb7cc72a4a99a4038d497ebf29b3/the-harbor-of-volendam-a-small-village-in-the-netherlands-bc35b6.jpg,the harbor a small village,True
https://coolsandiegosights.files.wordpress.com/2017/03/img_6221z-a-traffic-sign-warns-of-surfers-crossing.jpg?w=660,a traffic sign warns of surfers crossing !,True
https://media.istockphoto.com/illustrations/greeting-card-with-bright-blue-text-and-abstract-christmas-tree-on-a-illustration-id894741674?k=6&m=894741674&s=612x612&w=0&h=KuDCoptNP1o16yQqxg9zPyeoqdbm2c7-CO_TodYXgug=,greeting card with bright blue text and abstract christmas tree on a white background vector art illustration,True
https://i.pinimg.com/736x/de/12/7b/de127bc032b298fed1eadb6cfa2dc074--watercolor-flowers-languages.jpg,such pretty watercolor flowers and can be in any languages,True
http://l7.alamy.com/zooms/74672aec4cd94d2da13984df5477990d/london-the-evening-standard-became-a-free-newspaper-in-november-2009-bfpyaf.jpg,newspaper became a free newspaper,True
http://l7.alamy.com/zooms/7ef98481b4624328824aa63d478de475/ancient-open-prairie-of-north-dakota-west-of-minot-on-a-cold-morning-bd0mba.jpg,ancient open prairie of west on a cold morning beds and grasses cover much of the area,True
https://ak1.picdn.net/shutterstock/videos/6743041/thumb/1.jpg,forest on a sunny day,True
https://thumb10.shutterstock.com/display_pic_with_logo/183121/310590383/stock-photo-happy-senior-couple-with-dog-on-a-hike-in-summer-in-the-nature-310590383.jpg,happy senior couple with dog on a hike in summer in the nature,True
https://i.pinimg.com/736x/32/0e/3f/320e3f99b79dc0117bcab995fd90bcc1--gabriel-fontana.jpg,illustrator who has a rather simply haunting style .,True
https://ak8.picdn.net/shutterstock/videos/23295238/thumb/1.jpg,"birds fly up to the feeder and take seeds , snow on trees , falling snowflakes for the birdhouse",True
http://wehsblueprint.com/wp-content/uploads/2015/06/Bham-by-LeAnn-5-45.jpg,"hands in \ walking through his old elementary hallways , person is congratulated by current students .",True
http://l7.alamy.com/zooms/2a2e5fa29c744bcaafc9366a01495358/leopard-dragging-its-kill-in-the-kalahari-desert-drfpd6.jpg,leopard dragging its kill in the desert,True
http://l7.alamy.com/zooms/2efd36f783044e7287967e0af6129f4e/the-merrion-centre-leeds-city-centre-on-a-lovely-winters-evening-lots-ha44kr.jpg,on a lovely winter 's evening .,True
https://i.stack.imgur.com/zNsGX.jpg,"first screenshot of the conversation between users , where one abruptly finds out that they 've been reading a version of harry potter .",True
http://i.dailymail.co.uk/i/pix/2011/11/23/article-2065419-0EEB7F9F00000578-77_634x585.jpg,taking to the streets : person is psychedelic rock artist in this mock up of their album cover,True
https://media.istockphoto.com/photos/glass-of-whiskey-with-ice-on-the-table-picture-id654761464?k=6&m=654761464&s=612x612&w=0&h=D8Ev-rq7jJfNQ2MFPV94oEisdOUcEpEGrJj4lkUKiMU=,glass of whiskey with ice on the table,True
https://us.123rf.com/450wm/amelisk/amelisk1612/amelisk161200423/66907761-vector-illustration-of-a-flat-design-of-the-house-stock-vector.jpg?ver=6,vector illustration of a flat design of the house,True
http://l7.alamy.com/zooms/9c818fbb89a14c34b3b5e5a9566908a9/mantova-police-car-approaching-a-building-by-night-italy-ayj9ra.jpg,police car approaching a building by night,True
https://cdn.shopify.com/s/files/1/0291/0541/products/Wrist_Straps-72815_7924cd4e-9a1c-4284-952a-f458e06fcd8f_1024x1024.jpg?v=1441099113,the best gift for photographers - wrist strap - black / blue - lucky camera straps - genuine leather camera strap personalised handmade,True
https://us.123rf.com/450wm/giulianni/giulianni1606/giulianni160600002/58310804-blue-and-pink-wavy-shiny-ribbon-on-a-dark-background.jpg?ver=6,blue and pink wavy shiny ribbon on a dark background vector,True
https://media.istockphoto.com/photos/fit-man-stretching-and-listening-to-music-by-the-sea-picture-id674559330?k=6&m=674559330&s=612x612&w=0&h=cJinKW5G-ndIiMb9RzVLp3Lmd4opY75T2tUCeMSJ9hU=,fit man stretching and listening to music by the sea,True
http://c8.alamy.com/comp/K66R3P/american-bison-scratching-an-itch-against-a-tree-in-elk-island-national-K66R3P.jpg,biological species scratching an itch against a tree,True
http://l7.alamy.com/zooms/51944b87b2e04398aa2dce747758dc8a/us-flag-and-festive-cake-on-a-plate-gbc68j.jpg,flag and festive cake on a plate,True
https://i.pinimg.com/736x/4c/47/a1/4c47a160a5f9e65cba4bdabaa67d6b6c--energy-efficient-homes-home-floor-plans.jpg,could make the hallway to the master suite all glass to add some additional separation interesting !,True
http://jimmyandkim.com/wp-content/uploads/2014/09/chattanooga-wedding-photographers-004.jpg,bride at the barn at high point farms,True
https://thumb7.shutterstock.com/display_pic_with_logo/2181548/306465629/stock-photo-portrait-of-a-happy-young-man-in-a-red-wig-306465629.jpg,portrait of a happy young man in a red wig,True
https://today.duke.edu/sites/default/files/styles/story_body/public/Jewelry%20HERO.jpg?itok=_RWZa3vk,"a necklace , charm bracelet and set of earrings with logos .",True
http://media.cntraveller.in/wp-content/uploads/2014/08/UK_castle.jpg,this castle dates back to the 19th century .,True
https://www.thesun.co.uk/wp-content/uploads/2017/04/nintchdbpict000293376642.jpg?strip=all&w=960,person finally get their hands with win,True
http://l7.alamy.com/zooms/862c5a56486d41539ef2e649e0302d4c/the-nerves-of-the-knee-ack23r.jpg,the nerves of the knee,True
https://i.pinimg.com/736x/ae/2c/68/ae2c6885f2e4203e098d35a235aa6b8a--funny-shit-funny-stuff.jpg,funny pictures of the day,True
https://ak3.picdn.net/shutterstock/videos/3901463/thumb/4.jpg?i10c=img.resize(height:160),the sign for a city .,True
http://l7.alamy.com/zooms/7a39331f54bb4d219f121f4227bbaa3d/young-woman-lying-in-the-grass-bgdajj.jpg,young woman lying in the grass,True
https://us.123rf.com/450wm/weiskraft/weiskraft1502/weiskraft150200163/36157181-a-person-with-a-cloud-icon-home-human-thought-bubble-above-his-head-flat-design-style-made-in-vector.jpg?ver=6,a person with a cloud .,True
https://ak1.picdn.net/shutterstock/videos/24120121/thumb/1.jpg,sheep grazing on the highlands .,True
https://ak3.picdn.net/shutterstock/videos/26548403/thumb/1.jpg?i10c=img.resize(height:160),people pouring water on the hands of monks,True
https://images.philips.com/is/image/PhilipsConsumer/QG3382_15-RTP-global-001?$jpglarge$&wid=1250,"all - in - one beard , hair & body trimmer",True
https://ak8.picdn.net/shutterstock/videos/33469738/thumb/1.jpg,breakdown of the car on the road .,True
https://i.pinimg.com/736x/4f/8c/61/4f8c618f98bf5fc54f96f340ba7f1bb0--gorgeous-cakes-pretty-cakes.jpg,these are the most beautiful flowers on a cake i have ever seen .,True
https://i.pinimg.com/736x/6e/13/67/6e1367f3c0523219547689b937837947--the-fly-shop-fly-fishing-flies.jpg,proper proportions for a parachute dry fly,True
https://us.123rf.com/450wm/oleggol/oleggol1704/oleggol170400223/75499892-decorative-bottle-stand-for-wine-in-the-form-of-a-heart-on-a-wedding-theme-art-object-3d-illustratio.jpg?ver=6,decorative bottle stand for wine in the form of a heart on a wedding theme .,True
https://i.pinimg.com/736x/e5/5a/42/e55a42b8be78d0d6dbb0fd9233b50ac5--family-portraits-timberland-boots.jpg,"a fashion look featuring blouses , peace of leggings and boots .",True
https://floridadep.gov/sites/default/files/styles/general_page_images__scaled_to_900_pixels_/public/media-folders/media-root/Lake%20Jackson%20Aquatic%20Preserve-FDEP%20Staff-TravisMohrman-Fragrant%20water%20lily%20native%20plant%202.JPG?itok=7CHOnPq8,a group of water lilies,True
https://realhousemoms.com/wp-content/uploads/25-of-the-Best-Holiday-Cookies-RH-HERO.jpg,when the weather gets cold it 's a sign to me that it 's time to bake !,True
http://i.dailymail.co.uk/i/pix/2015/12/28/20/2FA81C8900000578-3376615-image-a-47_1451332883261.jpg,"soccer player , who led forward line , and person embrace as they make their way off the pitch",True
https://thumb10.shutterstock.com/display_pic_with_logo/384598/454554793/stock-vector-an-african-american-young-female-pharmacist-standing-at-the-counter-and-showing-a-box-of-pills-in-454554793.jpg,a young female pharmacist standing at the counter and showing a box of pills in the pharmacy .,True
https://us.123rf.com/450wm/believeinme33/believeinme331410/believeinme33141000149/32827829-freedom-happy-free-man-in-the-car.jpg?ver=6,freedom - happy free man in the car,True
https://i.pinimg.com/736x/40/e1/83/40e1832104a21e79bc141f0a979601c7--wands-construction.jpg,"a durable , attractive metal black wand with gold - colored metal tips .",True
http://l7.alamy.com/zooms/717074660e854fd9ae03ecd5e3eec6ef/lion-laying-in-the-grasslands-hwbmx6.jpg,lion laying in the grasslands,True
https://i.pinimg.com/736x/2f/2a/d0/2f2ad0797ad452e6208c8fbb27c7cd8c--winter-photos-cabin-fever.jpg,wanting to settle in for the winter .,True
https://static9.imagecollect.com/preview/2036/f7fc9a660b98664,latin pop artist performs live in concert,True
https://i.pinimg.com/736x/1d/84/2b/1d842bca74bf6acb31cae3ae6250ea7c--marco-island-car-garage.jpg,part of a car garage .,True
https://i.pinimg.com/736x/42/db/c0/42dbc02897749a93fdec563ee38b5381--fossils-lots.jpg,this site is really worth noting lots of information .,True
http://l7.alamy.com/zooms/6c587595267f4cbead519b394c1e1297/heart-shaped-on-hands-forming-a-heart-shape-fnfjnn.jpg,heart shaped on hands forming a heart shape,True
http://www.urban75.org/photos/protest/images/nhs-protest-whitehall-march-2012-24.jpg,save organisation : photos outside government agency,True
http://l7.alamy.com/zooms/09f63752b2ca4821a7e6e2c10d44a8e5/a-malawian-artist-selling-his-work-in-kalk-bay-cape-town-south-africa-cb9d2e.jpg,an artist selling his work,True
http://i.dailymail.co.uk/i/pix/2014/11/30/239C181B00000578-2854808-Joey_Barton_is_next_and_the_QPR_midfielder_has_gone_for_the_unke-1_1417366381705.jpg,"football player is next , and the midfielder has gone for the unkempt look .",True
http://l7.alamy.com/zooms/0f0f2e828ecf499e82031c8859f3e760/a-box-of-toys-on-sale-at-a-ludlow-market-shropshire-england-cwxrhr.jpg,a box of toys on sale at a market,True
https://s-media-cache-ak0.pinimg.com/originals/21/c9/7e/21c97e7bda31a32ca6e0b46132b73c2d.jpg,person is coming maps reveal the first days of snow,True
http://l7.alamy.com/zooms/abde821878da402cbbaa4c6fb63f04e7/bride-just-after-the-wedding-holding-her-bouquet-of-flowers-b75mad.jpg,bride just after the wedding holding her bouquet of flowers,True
https://media.istockphoto.com/photos/portrait-of-a-young-japanese-woman-picture-id513484040?k=6&m=513484040&s=612x612&w=0&h=DfU_HWkt4iRUhTZtVCLT6lRUT2zqxzY6CNN5--Wm1X8=,portrait of a young japanese woman,True
https://alchetron.com/cdn/The-Men-Who-Tread-on-the-Tigers-Tail-images-bfb7bd65-5d88-4c45-a5af-c86be7c3d46.jpg,person on the movie scenes,True
https://media.gettyimages.com/photos/vocalist-justin-warfield-of-she-wants-revenge-performs-at-day-3-of-picture-id112298213?k=6&m=112298213&s=612x612&w=0&h=ZVm8AG2XNkTuw2NYkXHnLMTCoaBpq5WAJr2HQ9PenXM=,artist of musical group performs at day of the festival .,True
https://media.gettyimages.com/photos/brandon-knight-of-the-milwaukee-bucks-looks-to-pass-the-ball-against-picture-id185732593?k=6&m=185732593&s=612x612&w=0&h=C3llJ9Jbr0Rs71WGoPJ9WV8ealH9ig1YZcx1S9qfJsU=,basketball point guard looks to pass the ball against sports team .,True
https://media.gettyimages.com/photos/matt-duffie-passes-the-ball-during-a-melbourne-storm-nrl-training-at-picture-id483964209?k=6&m=483964209&s=612x612&w=0&h=BliTA9Rn87hr8Ya7Fjmp8cbkTuAHPAvyfRpAwKNlWkE=,rugby player passes the ball during a training session .,True
https://thumb7.shutterstock.com/display_pic_with_logo/3558395/450156961/stock-vector-set-of-ribbons-isolated-on-blue-background-vector-black-vintage-engraving-illustration-for-menu-450156961.jpg,set of ribbons isolated on blue background .,True
https://thumb10.shutterstock.com/display_pic_with_logo/2638540/764328337/stock-vector-vector-illustration-of-a-banner-for-punjabi-festival-of-lohri-celebration-764328337.jpg,vector illustration of a banner for festival .,True
http://cdn.abclocal.go.com/content/wpvi/images/cms/100614-wpvi-Ilya-Bryzgalov-house-IMG-2.jpg,the home of ice hockey player is on the market for $3.9 million .,True
https://i.pinimg.com/736x/0b/3b/4f/0b3b4f439518a166b0fcf2ef3c9fb97c--bloomsbury-group-virginia-woolf.jpg,"person as a child , with her mother .",True
https://tbcdn.talentbrew.com/company/7795/v1_1/img/IowaSpotlight05.jpg,a snapshot of our office .,True
https://i.pinimg.com/736x/f2/f6/91/f2f6917f084495745999b01730940a16--s-fashion-men-american-fashion.jpg,image detail for - fashion,True
http://www.bigmapblog.com/maps/map03/dd/VWRSnlghGIYLzqon_DD.jpg,"map showing routes of principal explorers , from 1501 to image detail",True
"https://thumb9.shutterstock.com/display_pic_with_logo/85920/85920,1180546400,2/stock-photo-foal-in-front-of-a-white-background-3417869.jpg",foal in front of a white background,True
https://thumb1.shutterstock.com/display_pic_with_logo/79177/369753767/stock-photo-large-set-of-plastic-bottles-isolated-on-black-the-waste-we-produce-369753767.jpg,large set of plastic bottles isolated on black - the waste we produce,True
https://media.istockphoto.com/vectors/an-illustration-of-four-hands-holding-hearts-to-each-other-vector-id466170559?k=6&m=466170559&s=612x612&w=0&h=1cVEDobUwtpoeCGkpMEIOEZrxAUITCl32vp9fI0DWUg=,an illustration of hands holding hearts to each other vector art illustration,True
